"id","title","lenght","MPAA rating","Release date","Budget","Revenue","IMDB ID","TMDB ID","Actor1","Actor2","Actor3","Actor4","Actor1rank","Actor2rank","Actor3rank","Actor4rank","Director","DirectorRank","Writer1","Writer2","Writer1Rank","Writer2Rank","Studio","StudioRank","Language","Genre","Country"
"493","Menace II Society (1993)","97","R","1993-05-26 00:00:00 UTC","3500000","27900000","107554","9516","Tyrin Turner","Larenz Tate","June Kyoto Lu","Toshi Toda","1","3","1","1","Albert Hughes","2","Allen Hughes","1","Albert Hughes","1","New Line Cinema","93","English","Drama","United States of America"
"494","Executive Decision (1996)","133","R","1996-03-15 00:00:00 UTC","55000000","68000000","116253","2320","Kurt Russell","Steven Seagal","Halle Berry","John Leguizamo","14","7","11","12","Stuart Baird","1","Jim Thomas","5","John Thomas","5","Warner Bros. Pictures","104","English","Adventure","United States of America"
"500","Mrs. Doubtfire (1993)","125","PG-13","1993-11-24 00:00:00 UTC","25000000","441286195","107614","788","Robin Williams","Sally Field","Pierce Brosnan","Harvey Fierstein","11","3","11","1","Chris Columbus","7","Anne Fine","1","Randi Mayem Singer","1","20th Century Fox","51","English","Comedy","United States of America"
"514","Ref, The (1994)","97","R","1994-03-09 00:00:00 UTC","11000000","11439193","110955","10872","Denis Leary","Judy Davis","Kevin Spacey","Robert J. Steinmiller Jr.","7","3","12","1","Ted Demme","3","Marie Weiss","1","Richard LaGravenese","4","Touchstone Pictures","72","English","Comedy","United States of America"
"520","Robin Hood: Men in Tights (1993)","104","PG-13","1993-07-28 00:00:00 UTC","20000000","35739755","107977","8005","Cary Elwes","Richard Lewis","Roger Rees","Amy Yasbeck","11","2","1","2","Mel Brooks","5","J.D. Shapiro","1","Evan Chandler","1","Gaumont","5","English","Comedy","United States of America"
"527","Schindler's List (1993)","195","R","1993-11-29 00:00:00 UTC","22000000","321265768","108052","424","Liam Neeson","Ben Kingsley","Ralph Fiennes","Caroline Goodall","17","12","14","2","Steven Spielberg","21","Thomas Keneally","1","Steven Zaillian","5","Universal Pictures","205","English","Drama","United States of America"
"533","Shadow, The (1994)","108","PG-13","1994-07-01 00:00:00 UTC","25000000","48063435","111143","8850","Alec Baldwin","John Lone","Penelope Ann Miller","Peter Boyle","8","3","4","4","Russell Mulcahy","2","Walter B. Gibson","1","David Koepp","10","Universal Pictures","205","English","Adventure","United States of America"
"539","Sleepless in Seattle (1993)","105","PG","1993-06-24 00:00:00 UTC","21000000","227799884","108160","858","Tom Hanks","Ross Malinger","Rita Wilson","Victor Garber","21","1","1","1","Nora Ephron","3","Jeff Arch","1","Nora Ephron","3","TriStar Pictures","36","English","Comedy","United States of America"
"540","Sliver (1993)","108","R","1993-05-21 00:00:00 UTC","40000000","116300000","108162","867","Sharon Stone","William Baldwin","Tom Berenger","Polly Walker","6","3","4","2","Phillip Noyce","5","Ira Levin","3","Joe Eszterhas","2","Paramount Pictures","173","English","Thriller","United States of America"
"541","Blade Runner (1982)","117","R","1982-06-25 00:00:00 UTC","28000000","32768670","83658","78","Harrison Ford","Rutger Hauer","Sean Young","Edward James Olmos","18","1","2","2","Ridley Scott","12","Hampton Fancher","1","David Webb Peoples","2","Warner Bros.","119","English","Action","United States of America"
"546","Super Mario Bros. (1993)","104","PG","1993-05-27 00:00:00 UTC","42000000","20844907","108255","9607","Bob Hoskins","John Leguizamo","Dennis Hopper","Samantha Mathis","4","12","3","1","Annabel Jankel","1","Parker Bennett","1","Terry Runte","1","Cinergi Pictures Entertainment","5","English","Adventure","United States of America"
"551","Nightmare Before Christmas, The (1993)","76","PG","1993-10-09 00:00:00 UTC","18000000","75634409","107688","9479","Danny Elfman","Chris Sarandon","Catherine O'Hara","William Hickey","1","3","6","1","Henry Selick","4","Tim Burton","4","Michael McDowell","2","Walt Disney Pictures","84","English","Animation","United States of America"
"552","Three Musketeers, The (1993)","105","PG","1993-11-11 00:00:00 UTC","30000000","53898845","108333","10057","Charlie Sheen","Kiefer Sutherland","Chris O'Donnell","Oliver Platt","6","4","5","6","Stephen Herek","5","Alexandre Dumas père","2","David Loughery","1","Walt Disney Pictures","84","English","Adventure","United States of America"
"558","Pagemaster, The (1994)","80","G","1994-11-23 00:00:00 UTC","27000000","13670688","110763","15139","Macaulay Culkin","Canan J. Howell","Alexis Kirschner","Jessica Kirschner","3","1","1","1","Pixote Hunt","2","David Kirschner","1","David Casci","1","20th Century Fox","51","English","Adventure","United States of America"
"588","Aladdin (1992)","90","G","1992-11-25 00:00:00 UTC","28000000","504050219","103639","812","Scott Weinger","Robin Williams","Linda Larkin","Jonathan Freeman","1","11","1","1","Ron Clements","6","Ron Clements","5","John Musker","4","Walt Disney","10","English","Adventure","United States of America"
"589","Terminator 2: Judgment Day (1991)","137","R","1991-07-01 00:00:00 UTC","100000000","520000000","103064","280","Arnold Schwarzenegger","Linda Hamilton","Edward Furlong","Robert Patrick","22","4","1","4","James Cameron","4","James Cameron","4","William Wisher Jr.","3","TriStar Pictures","36","English","Action","United States of America"
"590","Dances with Wolves (1990)","181","PG-13","1990-11-09 00:00:00 UTC","22000000","424208848","99348","581","Kevin Costner","Mary McDonnell","Graham Greene","Rodney A. Grant","14","2","2","1","Kevin Costner","3","Michael Blake","2","Michael Blake","2","Majestic Films International","2","English","Adventure","United States of America"
"592","Batman (1989)","126","PG-13","1989-06-23 00:00:00 UTC","35000000","411348924","96895","268","Michael Keaton","Jack Nicholson","Kim Basinger","Robert Wuhl","5","8","4","1","Tim Burton","16","Bob Kane","7","Sam Hamm","2","Warner Bros. Pictures","104","English","Action","United States of America"
"593","Silence of the Lambs, The (1991)","118","R","1991-02-13 00:00:00 UTC","19000000","272742922","102926","274","Jodie Foster","Lawrence A. Bonney","Kasi Lemmons","Lawrence T. Wrentz","5","1","1","1","Jonathan Demme","3","Thomas Harris","5","Ted Tally","2","Orion Pictures","12","English","Crime","United States of America"
"595","Beauty and the Beast (1991)","84","G","1991-11-12 00:00:00 UTC","25000000","377350553","101414","10020","Paige O'Hara","Robby Benson","Richard White","Jerry Orbach","1","1","1","1","Gary Trousdale","3","Linda Woolverton","3","Roger Allers","1","Walt Disney Pictures","84","English","Animation","United States of America"
"599","Wild Bunch, The (1969)","145","R","1969-06-17 00:00:00 UTC","6000000","509424","65214","576","William Holden","Ernest Borgnine","Robert Ryan","Edmond O'Brien","4","2","1","1","Sam Peckinpah","1","Walon Green","3","Sam Peckinpah","1","Warner Brothers/Seven Arts","1","English","Adventure","United States of America"
"608","Fargo (1996)","98","R","1996-04-05 00:00:00 UTC","7000000","60611975","116282","275","William H. Macy","Steve Buscemi","Peter Stormare","Kristin Rudrüd","6","10","4","1","Joel Coen","10","Ethan Coen","9","Joel Coen","8","PolyGram Filmed Entertainment","11","English","Comedy","United States of America"
"616","Aristocats, The (1970)","78","G","1970-12-24 00:00:00 UTC","4000000","55675257","65421","10112","Phil Harris","Eva Gabor","Sterling Holloway","Scatman Crothers","2","2","2","2","Wolfgang Reitherman","2","Larry Clemmons","2","Vance Gerry","2","Walt Disney Productions","5","English","Animation","United States of America"
"648","Mission: Impossible (1996)","110","PG-13","1996-05-21 00:00:00 UTC","80000000","457696359","117060","954","Tom Cruise","Jon Voight","Emmanuelle Béart","Henry Czerny","20","10","1","1","Brian De Palma","7","Bruce Geller","2","David Koepp","10","Paramount Pictures","173","English","Adventure","United States of America"
"653","Dragonheart (1996)","103","PG-13","1996-05-31 00:00:00 UTC","57000000","115267375","116136","8840","Dennis Quaid","David Thewlis","Pete Postlethwaite","Dina Meyer","9","6","2","2","Rob Cohen","5","Patrick Read Johnson","2","Charles Edward Pogue","2","Universal Pictures","205","English","Adventure","United States of America"
"661","James and the Giant Peach (1996)","79","PG","1996-04-12 00:00:00 UTC","38000000","28921264","116683","10539","Simon Callow","Richard Dreyfuss","Jane Leeves","Joanna Lumley","1","7","1","1","Henry Selick","4","Roald Dahl","5","Karey Kirkpatrick","4","Walt Disney Pictures","84","English","Adventure","United States of America"
"664","Faithful (1996)","91","R","1996-04-03 00:00:00 UTC","13000000","9789900","116269","47502","Cher","Chazz Palminteri","Ryan O'Neal","Paul Mazursky","1","4","3","1","Paul Mazursky","3","Chazz Palminteri","4","Chazz Palminteri","4","Miramax Films","51","English","Comedy","United States of America"
"673","Space Jam (1996)","88","PG","1996-11-15 00:00:00 UTC","80000000","230000000","117705","2300","Michael Jordan","Wayne Knight","Theresa Randle","Manner Washington","1","1","2","1","Joe Pytka","1","Leo Benvenuti","2","Steve Rudnick","2","Warner Bros. Entertainment","4","English","Adventure","United States of America"
"691","Mrs. Winterbourne (1996)","105","PG-13","1996-04-19 00:00:00 UTC","25000000","10070000","117104","40001","Shirley MacLaine","Ricki Lake","Brendan Fraser","Miguel Sandoval","2","1","10","1","Richard Benjamin","3","Cornell Woolrich","1","Phoef Sutton","2","TriStar Pictures","36","English","Comedy","United States of America"
"715","Horseman on the Roof, The (Hussard sur le toit, Le) (1995)","135","R","1995-09-20 00:00:00 UTC","35000000","15000000","113362","11876","Juliette Binoche","Olivier Martinez","Pierre Arditi","François Cluzet","3","1","1","2","Jean-Paul Rappeneau","1","Jean-Claude Carrière","2","Nina Companeez","1","Canal+","32","Français","Romance","France"
"724","Craft, The (1996)","101","R","1996-05-03 00:00:00 UTC","15000000","24769466","115963","9100","Robin Tunney","Fairuza Balk","Neve Campbell","Rachel True","2","4","1","1","Andrew Fleming","3","Peter Filardi","2","Peter Filardi","2","Columbia Pictures","108","English","Fantasy","United States of America"
"733","Rock, The (1996)","136","R","1996-06-06 00:00:00 UTC","75000000","335062621","117500","9802","Sean Connery","Nicolas Cage","Ed Harris","John Spencer","12","24","11","1","Michael Bay","8","David Weisberg","2","Douglas Cook","2","Hollywood Pictures","17","English","Adventure","United States of America"
"736","Twister (1996)","113","PG-13","1996-05-09 00:00:00 UTC","92000000","494471524","117998","664","Helen Hunt","Bill Paxton","Cary Elwes","Jami Gertz","4","5","11","1","Jan de Bont","4","Michael Crichton","7","Anne-Marie Martin","1","Warner Bros. Pictures","104","English","Adventure","United States of America"
"750","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)","95","PG","1964-01-29 00:00:00 UTC","1800000","9164370","57012","935","Peter Sellers","George C. Scott","Sterling Hayden","Keenan Wynn","2","1","1","1","Stanley Kubrick","8","Stanley Kubrick","7","Terry Southern","1","Columbia Pictures Corporation","42","English","Comedy","United States of America"
"761","Phantom, The (1996)","100","PG","1996-06-07 00:00:00 UTC","45000000","17300889","117331","9826","Billy Zane","Kristy Swanson","Treat Williams","Catherine Zeta-Jones","1","2","1","9","Simon Wincer","2","Lee Falk","1","Jeffrey Boam","5","Paramount Pictures","173","English","Adventure","United States of America"
"762","Striptease (1996)","115","R","1996-06-28 00:00:00 UTC","50000000","113309743","117765","9879","Demi Moore","Burt Reynolds","Armand Assante","Ving Rhames","7","7","2","7","Andrew Bergman","2","Carl Hiaasen","1","Andrew Bergman","1","Columbia Pictures","108","English","Comedy","United States of America"
"778","Trainspotting (1996)","94","R","1996-02-23 00:00:00 UTC","4000000","16635027","117951","627","Ewan McGregor","Ewen Bremner","Jonny Lee Miller","Kevin McKidd","16","2","3","2","Danny Boyle","5","Irvine Welsh","1","John Hodge","3","Miramax Films","51","English","Comedy","United Kingdom"
"780","Independence Day (a.k.a. ID4) (1996)","145","PG-13","1996-06-25 00:00:00 UTC","75000000","816969268","116629","602","Will Smith","Bill Pullman","Jeff Goldblum","Mary McDonnell","14","7","7","2","Roland Emmerich","6","Dean Devlin","3","Roland Emmerich","7","Twentieth Century Fox Film Corporation","82","English","Adventure","United States of America"
"782","Fan, The (1996)","116","R","1996-08-15 00:00:00 UTC","55000000","18626419","116277","9566","Robert De Niro","Wesley Snipes","Ellen Barkin","John Leguizamo","28","8","2","12","Tony Scott","11","Peter Abrahams","1","Phoef Sutton","2","TriStar Pictures","36","English","Drama","United States of America"
"783","Hunchback of Notre Dame, The (1996)","91","G","1996-06-21 00:00:00 UTC","100000000","100138851","116583","10545","Jason Alexander","Tom Hulce","Mary Kay Bergman","Demi Moore","3","4","1","7","Gary Trousdale","3","Geefwee Boedoe","1","Tab Murphy","2","Walt Disney Pictures","84","English","Animation","United States of America"
"785","Kingpin (1996)","113","PG-13","1996-07-04 00:00:00 UTC","27000000","25023434","116778","11543","Woody Harrelson","Randy Quaid","Vanessa Angel","Bill Murray","11","3","1","11","Bobby Farrelly","8","Barry Fanaro","2","Mort Nathan","2","Metro-Goldwyn-Mayer (MGM)","34","English","Comedy","United States of America"
"786","Eraser (1996)","115","R","1996-06-10 00:00:00 UTC","100000000","233200000","116213","9268","Arnold Schwarzenegger","James Caan","Vanessa Williams","James Coburn","22","5","3","3","Chuck Russell","5","Tony Puryear","1","Walon Green","3","Warner Bros.","119","English","Drama","United States of America"
"788","Nutty Professor, The (1996)","95","PG-13","1996-06-26 00:00:00 UTC","54000000","128769345","117218","9327","Eddie Murphy","Jada Pinkett Smith","James Coburn","Larry Miller","19","6","3","3","Tom Shadyac","6","Jerry Lewis","2","Bill Richmond","1","Universal Pictures","205","English","Comedy","United States of America"
"799","Frighteners, The (1996)","110","R","1996-07-18 00:00:00 UTC","30000000","16524115","116365","10779","Michael J. Fox","Trini Alvarado","Peter Dobson","John Astin","9","1","1","1","Peter Jackson","10","Fran Walsh","10","Peter Jackson","2","Universal Pictures","205","English","Comedy","United States of America"
"805","Time to Kill, A (1996)","149","R","1996-07-24 00:00:00 UTC","40000000","152266007","117913","1645","Matthew McConaughey","Sandra Bullock","Samuel L. Jackson","Kevin Spacey","14","12","16","12","Joel Schumacher","6","John Grisham","4","Akiva Goldsman","9","Warner Bros.","119","English","Drama","United States of America"
"830","First Wives Club, The (1996)","103","PG","1996-09-20 00:00:00 UTC","26000000","116400000","116313","2925","Goldie Hawn","Bette Midler","Diane Keaton","Maggie Smith","2","5","8","3","Hugh Wilson","3","Olivia Goldsmith","1","Robert Harling","1","Paramount Pictures","173","English","Comedy","United States of America"
"832","Ransom (1996)","117","R","1996-11-08 00:00:00 UTC","80000000","309492681","117438","3595","Mel Gibson","Rene Russo","Brawley Nolte","Gary Sinise","13","6","1","4","Ron Howard","9","Cyril Hume","1","Richard Maibaum","8","Touchstone Pictures","72","English","Crime","United States of America"
"837","Matilda (1996)","98","PG","1996-07-28 00:00:00 UTC","36000000","33459416","117008","10830","Mara Wilson","Danny DeVito","Rhea Perlman","Embeth Davidtz","1","9","1","2","Danny DeVito","1","Roald Dahl","5","Nicholas Kazan","2","TriStar Pictures","36","English","Children","United States of America"
